CustomerID,Age,EmploymentStatus,AnnualIncomeUSD,FICOScore,LatePayments12M,MaxDaysPastDue12M,MonthsSinceLastDelinquency,AccountTenureMonths,UtilizationRatePct,PaymentHistoryScore,DefaultNext12M
IND0004993,39,Employed_FT,104201,700,0,0,90,90,46.8,73,0
IND0004994,49,Employed_FT,53937,674,0,0,78,78,37.4,83,0
IND0004995,32,Retired,60546,749,0,0,76,76,13.5,100,0
IND0004996,40,Retired,52034,729,0,0,154,154,40.5,89,0
IND0004997,51,Self_Employed,32138,577,2,19,16,219,40.1,72,0
IND0004998,85,Retired,83168,571,0,0,97,97,61.5,67,0
IND0004999,52,Employed_FT,115394,642,0,0,136,136,44.6,93,0
IND0005000,29,Employed_FT,30712,581,0,0,37,37,67.6,71,0
IND0005001,35,Employed_FT,69808,698,0,0,30,30,32.2,81,0
IND0005002,35,Self_Employed,55378,605,1,31,18,86,52.1,63,0
IND0005003,18,Student,34606,816,0,0,2,2,0,100,0
IND0005004,36,Employed_PT,13833,609,0,0,30,30,54.8,69,0
IND0005005,51,Employed_PT,239868,792,0,0,79,79,4.6,100,0
IND0005006,23,Employed_FT,54385,663,0,0,21,21,33.3,91,0
IND0005007,56,Self_Employed,131268,779,0,0,84,84,17.1,100,0
IND0005008,48,Self_Employed,182938,752,0,0,109,109,0,100,0
IND0005009,31,Self_Employed,46808,335,12,133,2,52,83.6,0,1
IND0005010,39,Employed_FT,61231,715,0,0,143,143,16.4,97,0
IND0005011,63,Self_Employed,58499,722,0,0,182,182,19.6,94,0
IND0005012,51,Employed_FT,41918,630,0,0,167,167,42,80,0
IND0005013,41,Employed_FT,77440,718,2,25,24,124,15.1,83,0
IND0005014,38,Employed_PT,35023,786,0,0,147,147,0,100,0
IND0005015,42,Employed_PT,19247,342,12,180,4,148,71.8,0,1
IND0005016,34,Employed_FT,48247,635,0,0,26,26,42,77,0
IND0005017,18,Employed_PT,32117,457,10,156,0,4,48.6,21,1
IND0005018,70,Contract,39293,631,5,36,17,218,23.2,67,0
IND0005019,43,Employed_FT,57457,668,0,0,137,137,31.4,79,0
IND0005020,47,Contract,80858,681,0,0,74,74,36.1,87,0
IND0005021,40,Employed_PT,38795,729,0,0,105,105,28.2,89,0
IND0005022,31,Employed_PT,20938,749,0,0,76,76,25.4,100,0
IND0005023,38,Employed_FT,82768,850,0,0,47,47,0,100,0
IND0005024,19,Student,15215,545,0,0,1,1,76.7,58,1
IND0005025,73,Employed_PT,53863,585,0,0,111,111,25.1,73,0
IND0005026,24,Employed_FT,43647,745,0,0,44,44,19.4,99,0
IND0005027,27,Employed_FT,54166,805,0,0,36,36,0,100,0
IND0005028,35,Self_Employed,48334,733,0,0,158,158,33.8,87,0
IND0005029,59,Employed_FT,64607,785,0,0,22,22,11.2,100,0
IND0005030,41,Employed_PT,38571,671,0,0,137,137,34.6,86,0
IND0005031,24,Self_Employed,83929,636,0,0,21,21,50.8,74,0
IND0005032,59,Contract,102039,697,0,0,47,47,41.8,86,0
IND0005033,51,Employed_PT,31822,688,0,0,280,280,24.8,100,0
IND0005034,49,Employed_FT,39189,752,0,0,136,136,10.1,100,0
IND0005035,51,Employed_FT,104137,786,0,0,116,116,11.7,100,0
IND0005036,75,Employed_FT,96602,783,0,0,189,189,12.9,100,0
IND0005037,72,Retired,52943,750,0,0,65,65,25,96,0
IND0005038,31,Retired,21605,691,0,0,52,52,28.4,91,0
IND0005039,64,Employed_PT,36664,745,0,0,185,185,17.2,95,0
IND0005040,46,Employed_FT,32502,571,0,0,167,167,66.7,72,0
IND0005041,48,Contract,70225,734,0,0,94,94,32,89,0
IND0005042,18,Student,10145,636,2,23,4,4,38.7,65,0
IND0005043,39,Employed_FT,52198,732,0,0,105,105,35.4,99,0
IND0005044,30,Employed_PT,13711,668,0,0,19,19,28.8,89,0
IND0005045,53,Contract,100088,757,0,0,276,276,21.3,100,0
IND0005046,56,Employed_FT,60678,659,0,0,63,63,58.6,75,0
IND0005047,18,Student,15013,720,0,0,1,1,13,87,0
IND0005048,41,Employed_FT,49284,693,0,0,27,27,26.2,100,0
IND0005049,57,Employed_FT,35093,679,0,0,69,69,26.9,88,0
IND0005050,38,Employed_FT,47071,614,2,31,11,110,52.5,65,1
IND0005051,51,Employed_FT,64187,777,0,0,164,164,40.9,100,0
IND0005052,46,Self_Employed,88693,689,0,0,117,117,38.9,85,0
IND0005053,46,Unemployed,9362,607,0,0,34,34,51.5,73,0
IND0005054,37,Employed_FT,45824,715,0,0,43,43,36.4,79,0
IND0005055,24,Employed_FT,31391,676,0,0,6,6,16.2,92,0
IND0005056,25,Contract,48765,710,1,41,17,26,28.7,83,0
IND0005057,51,Employed_PT,24270,715,0,0,45,45,33.4,87,0
IND0005058,41,Unemployed,26936,679,0,0,127,127,53,87,0
IND0005059,39,Employed_FT,76530,768,0,0,112,112,10.4,100,0
IND0005060,35,Employed_FT,91514,770,0,0,42,42,19.1,100,0
IND0005061,37,Employed_FT,61283,753,0,0,116,116,7.5,100,0
IND0005062,56,Self_Employed,82725,680,0,0,98,98,34.4,86,0
IND0005063,36,Employed_FT,38097,519,4,32,0,19,43.6,47,1
IND0005064,22,Employed_PT,14775,631,0,0,18,18,56,82,0
IND0005065,51,Employed_FT,85596,830,0,0,30,30,0,100,0
IND0005066,38,Employed_FT,85242,693,0,0,130,130,44.1,99,0
IND0005067,41,Self_Employed,27125,829,0,0,137,137,0,100,0
IND0005068,64,Employed_FT,59878,713,0,0,139,139,27.1,99,0
IND0005069,41,Self_Employed,207411,668,0,0,81,81,53.3,76,0
IND0005070,45,Employed_FT,82794,702,0,0,92,92,6.8,100,0
IND0005071,24,Employed_FT,114761,651,1,52,3,11,21,79,0
IND0005072,38,Employed_FT,44610,550,4,32,0,45,51.3,63,1
IND0005073,50,Employed_FT,50403,511,7,92,4,216,28.5,49,1
IND0005074,19,Student,23051,667,0,0,6,6,56.5,79,0
IND0005075,44,Self_Employed,116181,783,0,0,94,94,11.8,99,0
IND0005076,42,Contract,61449,850,0,0,118,118,0,100,0
IND0005077,42,Employed_FT,35747,663,0,0,157,157,38.9,81,0
IND0005078,56,Employed_FT,117297,677,0,0,142,142,29.6,100,0
IND0005079,46,Retired,119310,675,0,0,200,200,53.7,86,0
IND0005080,62,Employed_FT,41345,786,0,0,138,138,0,100,0
IND0005081,27,Employed_FT,120961,762,0,0,45,45,14.6,100,0
IND0005082,43,Employed_FT,49220,547,6,64,0,145,42.8,44,0
IND0005083,42,Employed_PT,25088,620,0,0,50,50,38.2,80,0
IND0005084,26,Employed_FT,73081,769,0,0,46,46,0,100,0
IND0005085,54,Self_Employed,38699,738,0,0,163,163,26.8,99,1
IND0005086,74,Retired,52562,747,0,0,191,191,10.8,100,0
IND0005087,41,Employed_FT,29016,556,5,76,2,38,37.4,50,1
IND0005088,48,Employed_FT,70415,442,9,21,3,234,79.6,30,1
IND0005089,42,Employed_PT,90803,659,0,0,144,144,49.1,86,0
IND0005090,31,Self_Employed,47968,770,0,0,47,47,12.8,89,0
IND0005091,18,Student,14389,788,0,0,3,3,6.3,100,0
IND0005092,31,Employed_FT,55405,690,0,0,42,42,28.7,87,0
IND0005093,22,Employed_FT,111787,801,0,0,21,21,0,100,0
IND0005094,65,Self_Employed,113911,778,0,0,32,32,4.9,100,0
IND0005095,39,Employed_FT,84978,539,4,75,2,122,51.9,48,1
IND0005096,36,Self_Employed,51343,716,0,0,77,77,17.8,98,0
IND0005097,53,Employed_FT,93863,747,0,0,86,86,2.5,100,0
IND0005098,25,Employed_FT,10070,381,12,177,0,16,49.4,3,1
IND0005099,30,Employed_FT,87268,740,0,0,32,32,24.1,94,0
IND0005100,42,Employed_PT,19840,760,0,0,127,127,16.2,100,0
IND0005101,55,Employed_FT,64427,716,0,0,40,40,18.1,95,0
IND0005102,48,Contract,78987,716,0,0,194,194,35.4,100,0
IND0005103,44,Employed_PT,14991,708,0,0,34,34,11.1,93,0
IND0005104,42,Contract,90168,658,2,39,21,120,15.3,78,0
IND0005105,47,Employed_FT,57273,586,2,44,3,46,46,67,0
IND0005106,44,Employed_FT,119891,619,3,63,12,75,45.9,75,0
IND0005107,27,Retired,23310,596,3,19,7,16,32.2,74,0
IND0005108,42,Employed_PT,13254,652,0,0,38,38,34.5,85,0
IND0005109,26,Contract,42141,617,0,0,47,47,45,70,0
IND0005110,42,Employed_FT,78669,604,0,0,70,70,59.6,71,1
IND0005111,34,Employed_FT,90978,752,0,0,61,61,11.1,99,0
IND0005112,77,Employed_FT,50999,763,0,0,173,173,16.1,100,0
IND0005113,40,Employed_FT,29648,652,0,0,100,100,40,81,0
IND0005114,21,Employed_PT,25112,692,0,0,7,7,29.5,98,0
IND0005115,39,Employed_FT,77837,626,3,11,11,101,16.7,75,1
IND0005116,48,Employed_FT,85102,715,0,0,268,268,27.8,97,0
IND0005117,64,Employed_FT,169674,809,0,0,94,94,14.5,98,0
IND0005118,33,Employed_FT,49265,599,2,12,17,58,34.2,70,1
IND0005119,19,Student,5000,561,0,0,4,4,78,59,1
IND0005120,52,Self_Employed,153164,705,0,0,188,188,30.9,89,0
IND0005121,22,Student,12804,577,0,0,19,19,52.6,59,0
IND0005122,35,Employed_FT,69339,650,0,0,53,53,47.6,78,0
IND0005123,37,Unemployed,18109,656,0,0,75,75,40.2,79,0
IND0005124,40,Employed_FT,89717,335,12,141,0,131,67.6,3,1
IND0005125,51,Employed_FT,72979,692,1,11,35,43,20.5,90,1
IND0005126,31,Employed_PT,53129,604,3,43,0,29,46.8,61,0
IND0005127,37,Unemployed,18425,750,0,0,118,118,15.3,100,0
IND0005128,41,Employed_FT,49786,710,0,0,93,93,18.9,93,0
IND0005129,43,Employed_FT,64285,747,0,0,11,11,6.8,100,0
IND0005130,42,Self_Employed,115716,795,0,0,168,168,10.1,100,0
IND0005131,47,Employed_FT,48873,667,0,0,22,22,32,84,1
IND0005132,53,Employed_PT,54316,690,0,0,135,135,25.8,93,0
IND0005133,46,Retired,38209,495,7,169,0,50,48.4,24,1
IND0005134,47,Unemployed,17900,781,0,0,93,93,11.3,100,0
IND0005135,19,Student,28039,609,2,43,6,6,58,60,0
IND0005136,42,Employed_FT,69956,654,0,0,206,206,34.2,88,1
IND0005137,48,Student,17723,778,0,0,147,147,6.2,98,0
IND0005138,51,Employed_FT,54181,549,0,0,27,27,61,61,1
IND0005139,31,Employed_FT,55029,648,0,0,37,37,55.8,74,0
IND0005140,32,Employed_PT,38740,754,0,0,42,42,24,100,0
IND0005141,33,Employed_FT,109439,700,0,0,108,108,42.3,87,0
IND0005142,49,Employed_FT,48783,668,0,0,62,62,48.7,82,0
IND0005143,55,Contract,36270,667,0,0,145,145,28.1,89,0
IND0005144,35,Employed_FT,91564,487,6,61,3,102,52.6,44,1
IND0005145,54,Employed_FT,59352,724,1,15,42,132,17.4,94,0
IND0005146,43,Employed_FT,72217,665,0,0,113,113,40.8,84,0
IND0005147,39,Self_Employed,47434,653,1,34,31,147,28,83,0
IND0005148,38,Employed_FT,29312,643,0,0,5,5,26.3,83,0
IND0005149,51,Employed_FT,76560,698,0,0,72,72,26.2,81,0
IND0005150,46,Self_Employed,151913,700,0,0,151,151,29.4,94,0
IND0005151,73,Self_Employed,82617,734,0,0,210,210,30.6,100,0
IND0005152,29,Employed_FT,26951,564,0,0,38,38,53.1,66,1
IND0005153,48,Contract,59330,725,0,0,123,123,9.5,100,0
IND0005154,34,Employed_FT,46637,732,0,0,71,71,17.1,88,0
IND0005155,29,Self_Employed,13734,704,0,0,97,97,17.2,99,0
IND0005156,41,Employed_FT,70269,768,0,0,167,167,0,98,0
IND0005157,43,Employed_FT,83992,687,0,0,124,124,18.8,84,0
IND0005158,82,Employed_FT,160010,772,0,0,15,15,15.9,94,0
IND0005159,38,Employed_FT,162707,820,0,0,150,150,12.6,100,0
IND0005160,25,Employed_FT,82991,726,0,0,13,13,22.7,93,0
IND0005161,45,Employed_FT,94957,669,0,0,85,85,30.9,77,0
IND0005162,18,Employed_FT,30672,625,0,0,3,3,31,71,0
IND0005163,40,Employed_FT,152642,810,0,0,83,83,14.2,100,0
IND0005164,41,Employed_FT,99659,601,0,0,59,59,43.9,73,0
IND0005165,52,Employed_FT,57370,656,0,0,78,78,31.5,89,0
IND0005166,55,Employed_FT,94209,676,0,0,65,65,32.6,87,0
IND0005167,34,Employed_FT,74268,587,2,78,14,46,58.6,50,1
IND0005168,39,Employed_FT,136513,770,0,0,106,106,26.6,98,0
IND0005169,30,Employed_FT,58784,672,0,0,58,58,44.4,85,0
IND0005170,25,Employed_FT,38887,578,3,73,6,13,36.7,55,0
IND0005171,45,Employed_PT,27523,710,0,0,77,77,25.9,90,0
IND0005172,23,Employed_PT,43665,602,3,61,19,19,37.4,67,0
IND0005173,35,Contract,15370,654,0,0,11,11,54.8,75,0
IND0005174,27,Employed_FT,14330,610,0,0,94,94,59,75,0
IND0005175,49,Student,27210,761,0,0,255,255,19.7,100,0
IND0005176,66,Retired,58737,779,0,0,242,242,6.9,100,0
IND0005177,23,Retired,34014,609,3,46,17,19,23.3,71,0
IND0005178,18,Student,6583,716,0,0,3,3,40.3,92,0
IND0005179,39,Employed_FT,35032,813,0,0,11,11,0,100,0
IND0005180,41,Employed_FT,43370,610,0,0,120,120,40.9,73,0
IND0005181,44,Employed_FT,81432,740,0,0,144,144,29.3,87,0
IND0005182,35,Contract,38027,749,0,0,109,109,3.5,100,0
IND0005183,38,Employed_PT,49035,681,0,0,66,66,19.1,75,0
IND0005184,46,Retired,30684,780,0,0,131,131,5.2,100,0
IND0005185,56,Self_Employed,70936,849,0,0,157,157,0,100,0
IND0005186,18,Employed_PT,40116,720,0,0,5,5,24.2,81,0
IND0005187,36,Employed_FT,52133,653,0,0,34,34,35.7,84,0
IND0005188,44,Retired,39108,748,0,0,43,43,26,100,0
IND0005189,28,Self_Employed,47555,704,0,0,29,29,24.5,97,0
IND0005190,65,Employed_FT,40857,527,0,0,65,65,58.4,52,0
IND0005191,32,Employed_FT,72070,634,4,66,13,78,24.9,67,0
IND0005192,40,Employed_FT,77680,668,0,0,145,145,41.2,91,0
IND0005193,49,Unemployed,15195,742,0,0,287,287,28.7,96,0
IND0005194,33,Employed_FT,46016,671,0,0,23,23,44.5,76,0
IND0005195,18,Student,11345,626,4,58,0,3,41.9,65,0
IND0005196,35,Employed_FT,118109,634,0,0,28,28,29.7,80,0
IND0005197,55,Employed_PT,18678,768,0,0,196,196,18.7,100,0
IND0005198,36,Employed_FT,174324,776,0,0,33,33,4.8,100,0
IND0005199,29,Employed_FT,57803,575,3,16,9,66,46.3,59,0
IND0005200,54,Employed_FT,57165,539,4,62,0,111,36.2,51,0
IND0005201,36,Employed_FT,97298,709,0,0,61,61,16.7,78,0
IND0005202,34,Employed_FT,24522,634,0,0,84,84,46.7,85,0
IND0005203,43,Employed_FT,138790,797,0,0,131,131,4.2,100,0
IND0005204,52,Student,39901,585,0,0,109,109,51.3,80,0
IND0005205,74,Contract,106761,704,0,0,62,62,14.4,92,0
IND0005206,53,Employed_FT,22188,552,0,0,92,92,61.2,58,0
IND0005207,57,Employed_PT,60136,789,0,0,149,149,0,100,0
IND0005208,34,Self_Employed,184839,741,0,0,48,48,26.1,84,0
IND0005209,27,Employed_FT,113322,647,0,0,49,49,40.5,82,0
IND0005210,42,Employed_FT,30634,614,0,0,149,149,44.2,70,0
IND0005211,43,Employed_FT,92670,614,0,0,159,159,54.2,64,0
IND0005212,26,Employed_FT,137609,739,0,0,32,32,26,79,0
IND0005213,39,Employed_FT,58560,586,0,0,22,22,50.2,77,0
IND0005214,47,Contract,23817,734,0,0,106,106,25.2,98,0
IND0005215,46,Employed_FT,120535,846,0,0,36,36,0,100,0
IND0005216,48,Self_Employed,134236,675,0,0,120,120,55.3,76,0
IND0005217,45,Employed_FT,57359,533,7,39,11,215,41.8,42,0
IND0005218,34,Employed_FT,37906,702,0,0,48,48,14.9,89,0
IND0005219,34,Employed_FT,85797,618,0,0,92,92,46.7,82,0
IND0005220,24,Employed_FT,48724,766,0,0,29,29,15.4,100,0
IND0005221,66,Employed_FT,105656,782,0,0,111,111,0,100,0
IND0005222,41,Employed_PT,69077,714,0,0,47,47,11,94,0
IND0005223,38,Employed_FT,27784,660,0,0,57,57,18.3,78,0
IND0005224,28,Self_Employed,106256,688,0,0,26,26,38.2,80,0
IND0005225,82,Employed_PT,36329,698,0,0,87,87,23.6,95,0
IND0005226,26,Self_Employed,59090,713,0,0,25,25,35.9,90,0
IND0005227,35,Employed_FT,87809,731,0,0,80,80,13.1,100,0
IND0005228,47,Self_Employed,41637,580,2,21,16,53,59,65,0
IND0005229,49,Employed_FT,45007,764,0,0,100,100,0,100,0
IND0005230,54,Contract,21863,737,0,0,49,49,20.1,99,0
IND0005231,66,Retired,78181,608,3,35,19,205,41.4,70,0
IND0005232,48,Employed_FT,52040,626,0,0,220,220,45.9,79,0
IND0005233,26,Employed_FT,76944,665,0,0,21,21,35,78,0
IND0005234,37,Employed_FT,46040,580,3,42,1,60,49.1,55,1
IND0005235,45,Unemployed,6848,760,0,0,215,215,8.9,100,0
IND0005236,70,Retired,58006,647,0,0,112,112,31.9,81,0
IND0005237,21,Employed_PT,34730,698,0,0,14,14,25,98,0
IND0005238,58,Unemployed,11615,678,0,0,50,50,57,83,0
IND0005239,44,Employed_FT,72329,674,0,0,128,128,31,80,0
IND0005240,53,Employed_FT,45505,697,0,0,186,186,35.3,93,0
IND0005241,40,Self_Employed,147356,760,0,0,54,54,13.3,100,0
IND0005242,29,Employed_FT,95516,545,5,51,10,74,54,55,0
IND0005243,52,Employed_FT,95048,693,0,0,200,200,35.6,82,0
IND0005244,50,Employed_FT,54512,679,0,0,88,88,32.2,83,0
IND0005245,55,Self_Employed,79752,714,0,0,89,89,34.7,92,0
IND0005246,41,Unemployed,28921,557,4,19,5,71,50.5,48,1
IND0005247,33,Employed_FT,92329,548,0,0,136,136,73.4,79,0
IND0005248,19,Student,34709,524,5,52,2,5,61.7,37,1
IND0005249,52,Employed_FT,58350,786,0,0,239,239,0,100,0
IND0005250,47,Contract,33283,693,0,0,67,67,32.4,85,0
IND0005251,27,Employed_FT,64331,693,0,0,33,33,36.4,86,0
IND0005252,33,Unemployed,14183,640,0,0,112,112,47.2,72,0
IND0005253,34,Employed_FT,58179,678,0,0,69,69,45.1,83,0
IND0005254,20,Unemployed,7874,575,2,15,19,19,28.1,56,0
IND0005255,30,Self_Employed,147145,717,0,0,32,32,38.3,86,0
IND0005256,25,Self_Employed,60179,694,1,26,9,9,33.2,81,0
IND0005257,35,Employed_FT,32323,600,0,0,100,100,58,78,0
IND0005258,31,Employed_PT,17783,704,0,0,29,29,19.3,80,0
IND0005259,18,Student,11452,332,12,180,0,3,59.8,0,1
IND0005260,69,Retired,193648,767,0,0,317,317,18.8,100,0
IND0005261,59,Employed_FT,41185,612,0,0,210,210,50.1,84,0
IND0005262,30,Contract,38824,663,0,0,40,40,19.4,94,0
IND0005263,45,Employed_PT,97749,626,0,0,80,80,53.2,74,0
IND0005264,47,Employed_FT,54802,690,0,0,135,135,32.7,86,0
IND0005265,58,Self_Employed,109635,718,0,0,129,129,34.3,93,0
IND0005266,30,Employed_FT,163796,788,0,0,128,128,9.3,100,0
IND0005267,56,Contract,28207,476,5,89,1,133,64.1,48,1
IND0005268,33,Employed_PT,28787,753,0,0,102,102,16.6,100,0
IND0005269,22,Employed_FT,46537,643,3,16,22,26,32,83,0
IND0005270,51,Employed_FT,33762,655,0,0,144,144,42.5,81,0
IND0005271,59,Student,43422,748,0,0,99,99,26.2,93,0
IND0005272,77,Self_Employed,60642,722,0,0,39,39,21.4,95,0
IND0005273,24,Self_Employed,39656,751,0,0,22,22,7.9,93,0
IND0005274,51,Employed_FT,51844,645,0,0,76,76,34.7,76,0
IND0005275,35,Self_Employed,110816,649,0,0,37,37,44.2,86,0
IND0005276,52,Self_Employed,89132,739,0,0,68,68,18.1,100,0
IND0005277,20,Employed_PT,21627,780,0,0,2,2,22.9,100,0
IND0005278,23,Employed_FT,68941,694,0,0,10,10,32.2,86,0
IND0005279,30,Employed_FT,66097,311,12,180,0,34,77.1,0,1
IND0005280,42,Self_Employed,68575,699,0,0,53,53,41.3,91,0
IND0005281,32,Employed_FT,55486,706,0,0,68,68,16.6,84,0
IND0005282,50,Employed_FT,107217,703,0,0,222,222,22.1,100,0
IND0005283,55,Employed_PT,33397,695,0,0,49,49,33.5,100,0
IND0005284,49,Employed_FT,135704,716,0,0,131,131,26.9,84,0
IND0005285,64,Employed_FT,58667,758,0,0,189,189,7.4,100,0
IND0005286,47,Employed_FT,42661,633,0,0,49,49,53.3,84,0
IND0005287,24,Unemployed,7043,761,0,0,47,47,7.9,100,0
IND0005288,60,Employed_PT,37762,762,0,0,147,147,0,100,0
IND0005289,33,Employed_FT,56569,623,0,0,66,66,43.7,66,0
IND0005290,54,Unemployed,5422,627,0,0,31,31,42.9,79,0
IND0005291,63,Employed_FT,82059,772,0,0,102,102,4.8,98,0
IND0005292,47,Student,19053,628,0,0,131,131,53.8,79,0
IND0005293,20,Student,5519,622,0,0,4,4,52.7,74,0
IND0005294,28,Employed_FT,52741,782,0,0,16,16,4,100,0
IND0005295,60,Employed_FT,102875,753,0,0,118,118,14.4,100,0
IND0005296,39,Employed_FT,48198,803,0,0,132,132,12.6,100,0
IND0005297,42,Employed_FT,58141,703,0,0,83,83,31.6,87,0
IND0005298,52,Employed_PT,56164,635,0,0,125,125,27.6,75,0
IND0005299,51,Contract,145122,708,0,0,129,129,39.1,89,0
IND0005300,45,Employed_FT,80722,675,0,0,169,169,36.2,95,0
IND0005301,38,Employed_FT,58605,678,0,0,114,114,29.2,88,0
IND0005302,37,Employed_FT,50689,643,0,0,41,41,36.8,86,0
IND0005303,53,Employed_FT,97221,636,0,0,224,224,35.1,86,0
IND0005304,49,Self_Employed,150936,761,0,0,218,218,24,88,0
IND0005305,37,Employed_FT,32867,618,0,0,82,82,47.9,71,1
IND0005306,56,Employed_PT,52157,646,0,0,116,116,50,82,0
IND0005307,39,Employed_FT,48544,607,6,50,15,112,21.3,61,0
IND0005308,29,Employed_FT,32596,508,0,0,46,46,70.5,58,1
IND0005309,30,Employed_FT,61065,696,0,0,76,76,17.9,87,0
IND0005310,27,Employed_FT,75434,450,7,180,2,12,54.9,14,1
IND0005311,37,Employed_FT,78250,758,0,0,104,104,9.3,100,0
IND0005312,58,Employed_PT,36422,589,0,0,58,58,57.2,71,1
IND0005313,30,Employed_FT,68189,601,3,20,20,34,43.7,75,0
IND0005314,44,Employed_FT,86816,750,0,0,65,65,4.9,100,0
IND0005315,32,Employed_PT,35610,813,0,0,105,105,4.1,100,0
IND0005316,37,Employed_FT,85603,738,0,0,159,159,14.4,100,0
IND0005317,20,Employed_FT,34287,527,0,0,5,5,66,59,1
IND0005318,38,Employed_FT,94535,755,0,0,61,61,0,100,0
IND0005319,38,Employed_FT,92121,611,4,96,8,16,10.2,60,0
IND0005320,49,Contract,78542,759,0,0,221,221,31.8,100,0
IND0005321,44,Employed_PT,50607,700,0,0,36,36,37.2,85,0
IND0005322,24,Employed_FT,57213,370,12,116,0,18,79.6,15,1
IND0005323,56,Employed_FT,122498,635,3,51,23,301,25.7,75,0
IND0005324,44,Contract,14136,646,0,0,113,113,44.3,84,0
IND0005325,44,Employed_FT,110809,771,0,0,63,63,10.6,99,0
IND0005326,41,Employed_FT,171206,776,0,0,99,99,22.1,79,0
IND0005327,34,Employed_PT,19114,505,6,103,2,58,51.8,37,1
IND0005328,44,Self_Employed,52540,743,0,0,136,136,18.6,100,0
IND0005329,48,Employed_PT,67182,738,0,0,71,71,30.1,100,0
IND0005330,18,Employed_FT,31272,428,10,49,4,4,59.9,26,1
IND0005331,33,Self_Employed,44939,656,3,24,23,39,16.1,83,0
IND0005332,37,Contract,59639,729,0,0,84,84,22,100,0
IND0005333,45,Self_Employed,39704,622,0,0,147,147,50.4,86,0
IND0005334,58,Employed_FT,124395,793,0,0,136,136,10.4,100,0
IND0005335,30,Employed_FT,36491,579,0,0,27,27,15.5,79,0
IND0005336,34,Employed_PT,33963,658,0,0,53,53,22.8,81,0
IND0005337,34,Contract,51036,630,0,0,114,114,52.4,68,0
IND0005338,30,Employed_FT,147028,768,0,0,73,73,29.5,100,0
IND0005339,36,Employed_FT,101702,678,0,0,46,46,28.9,81,0
IND0005340,52,Unemployed,8419,544,5,96,0,156,52.5,48,1
IND0005341,26,Self_Employed,31029,712,0,0,40,40,0,100,0
IND0005342,47,Employed_FT,106120,705,1,15,38,38,15.3,93,0
IND0005343,18,Employed_FT,44133,721,0,0,2,2,20.6,90,0
IND0005344,33,Retired,31879,674,0,0,26,26,28.4,84,0
IND0005345,36,Contract,27853,712,0,0,85,85,40.3,81,0
IND0005346,64,Employed_PT,49144,675,0,0,239,239,39.4,94,0
IND0005347,37,Employed_FT,56277,802,0,0,71,71,0,100,0
IND0005348,18,Unemployed,11228,721,0,0,6,6,28.5,96,0
IND0005349,18,Employed_PT,30096,709,0,0,4,4,27.3,89,0
IND0005350,41,Unemployed,14604,759,0,0,123,123,13.9,100,0
IND0005351,50,Employed_FT,98563,775,0,0,311,311,11.3,100,0
IND0005352,46,Employed_FT,53573,621,0,0,238,238,31.2,89,0
IND0005353,43,Employed_FT,50623,740,0,0,77,77,17.5,100,0
IND0005354,57,Employed_FT,31827,701,0,0,124,124,28.6,99,0
IND0005355,33,Employed_PT,36403,784,0,0,105,105,2.9,100,0
IND0005356,54,Student,16359,733,0,0,208,208,36.6,98,0
IND0005357,18,Employed_FT,42513,695,0,0,3,3,32.9,85,0
IND0005358,28,Unemployed,9673,482,6,143,0,23,55.2,34,1
IND0005359,18,Employed_PT,41468,687,0,0,2,2,23.7,90,0
IND0005360,37,Employed_PT,51688,641,0,0,29,29,24.2,85,0
IND0005361,40,Contract,22042,705,0,0,16,16,21.5,96,0
IND0005362,43,Employed_PT,26156,657,0,0,110,110,50.7,86,0
IND0005363,42,Employed_FT,98775,638,2,38,21,93,24.6,75,0
IND0005364,28,Self_Employed,175440,717,1,36,25,25,29.9,85,0
IND0005365,38,Employed_PT,20089,617,3,46,11,146,36.7,68,0
IND0005366,20,Student,28044,635,2,14,12,15,20.8,82,0
IND0005367,60,Contract,23278,478,7,79,0,140,58.6,41,1
IND0005368,37,Student,25424,628,0,0,45,45,45.5,75,0
IND0005369,34,Employed_FT,58647,741,0,0,37,37,14.8,98,1
IND0005370,63,Employed_PT,71705,622,0,0,60,60,45.2,75,0
IND0005371,24,Employed_PT,25637,772,0,0,27,27,10.1,100,0
IND0005372,25,Self_Employed,57581,718,1,18,34,40,26.8,87,0
IND0005373,26,Employed_FT,53954,657,0,0,10,10,29.4,76,0
IND0005374,40,Unemployed,6440,850,0,0,243,243,0,100,0
IND0005375,47,Employed_FT,34903,801,0,0,83,83,15.5,100,0
IND0005376,51,Employed_FT,80007,655,0,0,128,128,31.6,80,0
IND0005377,77,Self_Employed,172003,780,0,0,113,113,14.5,97,0
IND0005378,18,Employed_FT,73295,681,0,0,2,2,22.4,92,0
IND0005379,50,Contract,24811,631,0,0,53,53,44.8,79,0
IND0005380,33,Employed_FT,69044,538,5,56,0,25,22.2,57,1
IND0005381,33,Employed_FT,43796,732,0,0,47,47,28.9,92,0
IND0005382,32,Unemployed,13651,630,0,0,85,85,42.9,81,1
IND0005383,28,Employed_FT,98353,678,0,0,52,52,34.5,86,0
IND0005384,65,Self_Employed,93454,656,0,0,146,146,43,68,0
IND0005385,53,Contract,113391,662,0,0,83,83,34.4,74,0
IND0005386,41,Employed_PT,29514,698,0,0,46,46,25.3,82,0
IND0005387,60,Employed_FT,69805,752,0,0,51,51,23.5,98,0
IND0005388,20,Employed_FT,44762,325,12,136,1,6,83.7,0,1
